(Do Not Modify) Task,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Subject,Description,Regarding,Owner,Duration,DueDate,Mo.-Fr. after 6pm,Offsetting to Customer,Saturday,Sunday/Holiday
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/7/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/8/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/9/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/10/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/13/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/14/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/15/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/16/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/17/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/20/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,420,11/21/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,420,11/22/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/23/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/24/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/27/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/28/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/29/17 1:00 PM,,,,
,,,Installation and configuratino SDN in datacenter,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,11/30/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/1/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/4/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/5/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/6/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/7/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/8/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/11/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/12/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/13/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,60,12/14/17 1:00 PM,,,,
,,,User Import LXS,,Lanxess - Dynamics 365 Migration,Yaroslav Yakushev,240,12/21/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/15/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/18/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/19/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/20/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,60,12/21/17 1:00 PM,,,,
,,,VM migration to new subscription ,,Stadtwerk365,Yaroslav Yakushev,240,12/21/17 1:00 PM,,,,
,,,DPM backup troubleshooting,,ITVT - Datacenter Konzeption,Yaroslav Yakushev,300,12/22/17 1:00 PM,,,,
